GOBIERNO,SIGLAS,DEPENDENCIA,CLAVEUC,NOMBRE_DE_LA_UC,RESPONSABLE,NUMERO_EXPEDIENTE,TITULO_EXPEDIENTE,PLANTILLA_EXPEDIENTE,NUMERO_PROCEDIMIENTO,EXP_F_FALLO,PROC_F_PUBLICACION,FECHA_APERTURA_PROPOSICIONES,CARACTER,TIPO_CONTRATACION,TIPO_PROCEDIMIENTO,FORMA_PROCEDIMIENTO,CODIGO_CONTRATO,TITULO_CONTRATO,FECHA_INICIO,FECHA_FIN,IMPORTE_CONTRATO,MONEDA,ESTATUS_CONTRATO,ARCHIVADO,RAMO,CLAVE_PROGRAMA,APORTACION_FEDERAL,FECHA_CELEBRACION,CONTRATO_MARCO,COMPRA_CONSOLIDADA,PLURIANUAL,CLAVE_CARTERA_SHCP,ESTRATIFICACION_MUC,PROVEEDOR_CONTRATISTA,ESTRATIFICACION_MPC,ESTATUS_EMPRESA,CUENTA_ADMINISTRADA_POR,ANUNCIO
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,527753,Contratacion del Servicio de Conectividad y Conexion a Internet,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-011C00999-N289-2013,,,,Nacional,Servicios,Adjudicación Directa Federal,,720179,Servicio de Conectividad y Conexión a Internet de  Banda Ancha ,2013-12-30,2016-12-31,5216380.89,MXN,Activo,No,,,,2013-12-30 00:00:00 GMT,0,0,1,,No MIPYME,Teléfonos de México S.A.B de C.V.,No MIPYME,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=349881
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,501207,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N249-2013,2013-11-27 00:00:00 GMT,2013-11-20 14:32,2013-11-20 14:35,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,472767,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF ,2013-11-22,2013-12-09,82307.35,MXN,Expirado,No,,,,,0,0,0,,Micro,COMERCIAL PAPELERA TENAYUCA SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=330587
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,501207,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N249-2013,2013-11-27 00:00:00 GMT,2013-11-20 14:32,2013-11-20 14:35,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,472760,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF ,2013-11-22,2013-12-09,310422.85,MXN,Expirado,No,,,,,0,0,0,,Micro,COMERCIAL PAPELERA TENAYUCA SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=330587
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,501207,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N249-2013,2013-11-27 00:00:00 GMT,2013-11-20 14:32,2013-11-20 14:35,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,472754,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF ,2013-11-22,2013-12-09,40549.6,MXN,Expirado,No,,,,,0,0,0,,Micro,TECHNO SERVER DE MEXICO SA DE CV ,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=330587
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,501207,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N249-2013,2013-11-27 00:00:00 GMT,2013-11-20 14:32,2013-11-20 14:35,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,472753,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF ,2013-11-22,2013-12-09,86516.26,MXN,Expirado,No,,,,,0,0,0,,Micro,SOLUCIONES INTEGRALES SAYNET SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=330587
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,501207,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N249-2013,2013-11-27 00:00:00 GMT,2013-11-20 14:32,2013-11-20 14:35,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,472752,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF ,2013-11-22,2013-12-09,46750,MXN,Expirado,No,,,,,0,0,0,,Micro,COMERCIALIZADORA DOS B SA DE CV,Micro,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=330587
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,501207,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF,04. Invitación a cuando menos tres Nacional LAASSP,IA-011C00999-N249-2013,2013-11-27 00:00:00 GMT,2013-11-20 14:32,2013-11-20 14:35,Nacional,Adquisiciones,Invitación a Cuando Menos 3 Personas,Mixta,472751,ADQUISICION DE TONER Y CARTUCHOS PARA LAS DIFERENTES AREAS DE LA AFSEDF ,2013-11-22,2013-12-09,49219.72,MXN,Expirado,No,,,,,0,0,0,,Micro,COMERCIAL PAPELERA TENAYUCA SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=330587
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,493466,SERVICIO DE ARRENDAMIENTO DE TRANSPORTE TERRESTRE ,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N210-2013,,,2013-11-08 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,478459, SERVICIO DE ARRENDAMIENTO DE TRANSPORTE TERRESTRE ,2013-11-12,2013-11-15,47621.84,MXN,Expirado,No,,,,,0,0,0,,Micro,"COMGERAFE, S.A. DE C.V.",,Habilitado,UC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=325260
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,493486,SERVICIO DE IMPRESIONES PROGRAMA FACTOR PREPARACIÓN PROFESIONAL 2013,07. Adjudicación Directa Nacional Art. 42 LAASSP,AA-011C00999-N211-2013,,,2013-11-08 00:00:00 GMT,Nacional,Servicios,Adjudicación Directa Federal,Mixta,478482,SERVICIO DE IMPRESIONES PROGRAMA FACTOR PREPARACIÓN PROFESIONAL 2013 ,2013-11-12,2013-11-14,128316,MXN,Expirado,No,,,,,0,0,0,,Micro,AFFECTINGPAPER SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=325270
APF,AFSEDF,Administración Federal de Servicios Educativos en el Distrito Federal,011C00999,AFSEDF-ADMINISTRACIÓN FEDERAL DE SERVICIOS EDUCATIVOS EN EL DISTRITO FEDERAL,María Teresa Lorenzana Riojas,495348,CONTRATACION DEL SERVICIO INTEGRAL DE EVENTO DENOMINADO REUNION PARA LA PRESENTA,12. Adjudicación Directa Nacional Simplificada LAASSP,SA-011C00999-N218-2013,,2013-11-07 14:31,2013-11-08 14:00,Nacional,Servicios,Adjudicación Directa Federal,,479574,REUNIÓN PARA LA PRESENTACIÓN DE LA EVALUACIÓN DE LOS RESULTADOS DEL PRIMER SEMESTRE DEL CICLO ESCOLAR 2013-2014 DE LAS ÁREAS QUE INTREGRAN LA ESCUELA NORMAL DE ESPECIALIZACIÓN,2013-11-08,2013-11-11,75210,MXN,Expirado,No,,,,,1,0,0,,No MIPYME,LUZ Y MUNDO VISUAL SA DE CV,Pequeña,Habilitado,PoC,https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=326603
